station_code,station_name,record_time,temperature,humidity,dew_point,wind_gust,wind_speed,rainfall_current,rainfall_hour,rainfall_day,wind_direction,wind_degree,wind_description,mean_sea_level_pressure,station_pressure
PN,友誼大橋北,2026-07-05T01:30:00,,,,31.0,21.6,,,,SSE,153.0,東南偏南,,
PS,友誼大橋南,2026-07-05T01:30:00,,,,29.2,19.8,,,,SSE,159.0,東南偏南,,
PV,西灣大橋,2026-07-05T01:30:00,,,,31.3,16.9,,,,SSE,154.0,東南偏南,,
TG,大潭山,2026-07-05T01:30:00,27.7,93.0,26.4,23.4,15.8,0.0,0.0,0.0,SE,134.0,東南,1008.4,995.5
UM,澳門大學,2026-07-05T01:30:00,28.3,91.0,26.8,23.8,13.0,0.0,0.0,0.0,SSE,153.0,東南偏南,1008.4,1007.7
DC,路環市區,2026-07-05T02:30:00,28.1,93.0,26.8,11.5,4.3,0.0,0.0,0.0,ESE,113.0,東南偏東,,
DP,紀念孫中山市政公園,2026-07-05T02:30:00,28.9,86.0,26.4,13.3,5.4,0.0,0.0,0.0,SE,143.0,東南,,
EM,黑沙環,2026-07-05T02:30:00,28.9,87.0,26.5,26.3,12.2,0.0,0.0,0.0,SSE,159.0,東南偏南,,
FM,大炮台,2026-07-05T02:30:00,28.3,86.0,25.8,21.2,9.0,0.0,0.0,0.0,SSE,152.0,東南偏南,,
JA,東亞運大馬路,2026-07-05T02:30:00,28.5,91.0,26.8,19.8,12.6,0.0,0.0,0.0,SE,134.0,東南,1008.4,1007.7
KV,九澳,2026-07-05T02:30:00,27.9,94.0,26.8,27.0,17.3,0.0,0.0,0.0,S,184.0,南,1008.7,1005.4
MM,媽閣,2026-07-05T02:30:00,28.5,89.0,26.5,21.6,12.2,0.0,0.0,0.0,S,179.0,南,1008.6,1006.8
MN,澳門大橋北,2026-07-05T02:30:00,,,,24.5,16.9,,,,S,167.0,南,,
MS,澳門大橋南,2026-07-05T02:30:00,,,,33.1,22.7,,,,SSE,158.0,東南偏南,,
PE,外港,2026-07-05T02:30:00,28.5,89.0,26.6,35.3,25.6,0.0,0.0,0.0,SSE,153.0,東南偏南,1008.2,1006.3
PG,嘉樂庇總督大橋,2026-07-05T02:30:00,,,,26.3,16.2,,,,SSE,156.0,東南偏南,,
PL,蓮花大橋,2026-07-05T02:30:00,,,,31.7,22.7,,,,SSE,154.0,東南偏南,,
PN,友誼大橋北,2026-07-05T02:30:00,,,,29.5,22.3,,,,S,162.0,南,,
PS,友誼大橋南,2026-07-05T02:30:00,,,,38.2,22.0,,,,S,164.0,南,,
PV,西灣大橋,2026-07-05T02:30:00,,,,20.2,12.6,,,,S,163.0,南,,
TG,大潭山,2026-07-05T02:30:00,27.6,93.0,26.4,30.6,16.6,0.0,0.0,0.0,SE,140.0,東南,1008.3,995.4
UM,澳門大學,2026-07-05T02:30:00,28.3,92.0,26.8,22.0,11.9,0.0,0.0,0.0,SSE,156.0,東南偏南,1008.3,1007.6
DC,路環市區,2026-07-05T03:40:00,28.2,92.0,26.7,8.6,4.7,0.0,0.0,0.0,SE,126.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T03:40:00,28.7,87.0,26.4,13.0,4.0,0.0,0.0,0.0,SE,126.0,東南,,
EM,黑沙環,2026-07-05T03:40:00,28.9,87.0,26.5,23.4,14.4,0.0,0.0,0.0,SE,148.0,東南,,
FM,大炮台,2026-07-05T03:40:00,28.3,87.0,25.9,16.2,6.8,0.0,0.0,0.0,S,161.0,南,,
JA,東亞運大馬路,2026-07-05T03:40:00,28.5,90.0,26.7,25.9,14.4,0.0,0.0,0.0,SE,132.0,東南,1008.5,1007.8
KV,九澳,2026-07-05T03:40:00,27.8,94.0,26.8,24.8,12.6,0.0,0.0,0.0,S,186.0,南,1008.8,1005.6
MM,媽閣,2026-07-05T03:40:00,28.6,88.0,26.3,16.9,9.7,0.0,0.0,0.0,S,164.0,南,1008.8,1006.9
MN,澳門大橋北,2026-07-05T03:40:00,,,,33.1,22.0,,,,S,166.0,南,,
MS,澳門大橋南,2026-07-05T03:40:00,,,,36.7,22.3,,,,S,162.0,南,,
PE,外港,2026-07-05T03:40:00,28.6,88.0,26.5,41.8,30.2,0.0,0.0,0.0,SSE,151.0,東南偏南,1008.4,1006.5
PG,嘉樂庇總督大橋,2026-07-05T03:40:00,,,,27.4,14.4,,,,S,162.0,南,,
PL,蓮花大橋,2026-07-05T03:40:00,,,,36.4,23.8,,,,SSE,160.0,東南偏南,,
PN,友誼大橋北,2026-07-05T03:40:00,,,,33.8,24.1,,,,S,165.0,南,,
PS,友誼大橋南,2026-07-05T03:40:00,,,,41.4,24.1,,,,S,174.0,南,,
PV,西灣大橋,2026-07-05T03:40:00,,,,15.8,10.4,,,,S,162.0,南,,
TG,大潭山,2026-07-05T03:40:00,27.6,93.0,26.4,32.4,18.4,0.0,0.0,0.0,SE,144.0,東南,1008.4,995.5
UM,澳門大學,2026-07-05T03:40:00,28.3,91.0,26.7,23.0,13.0,0.0,0.0,0.0,S,167.0,南,1008.5,1007.8
DC,路環市區,2026-07-05T05:05:00,28.1,93.0,26.8,13.3,4.7,0.0,0.2,0.4,SE,133.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T05:05:00,28.7,88.0,26.6,10.4,4.0,0.0,0.0,0.0,SSE,157.0,東南偏南,,
EM,黑沙環,2026-07-05T05:05:00,28.7,88.0,26.6,22.0,14.4,0.0,0.2,0.2,SSE,154.0,東南偏南,,
FM,大炮台,2026-07-05T05:05:00,28.3,87.0,26.0,15.8,6.8,0.0,0.0,0.0,S,166.0,南,,
JA,東亞運大馬路,2026-07-05T05:05:00,28.4,91.0,26.9,22.7,13.3,0.0,0.0,0.0,SE,136.0,東南,1008.6,1007.9
KV,九澳,2026-07-05T05:05:00,27.5,96.0,26.9,20.9,12.6,0.0,0.2,1.2,S,189.0,南,1008.9,1005.6
MM,媽閣,2026-07-05T05:05:00,28.5,89.0,26.5,21.2,13.3,0.0,0.2,0.2,S,177.0,南,1008.9,1007.0
MN,澳門大橋北,2026-07-05T05:05:00,,,,24.1,17.6,,,,S,166.0,南,,
MS,澳門大橋南,2026-07-05T05:05:00,,,,31.3,19.4,,,,S,161.0,南,,
PE,外港,2026-07-05T05:05:00,28.4,90.0,26.5,37.8,24.8,0.0,0.0,0.0,SSE,153.0,東南偏南,1008.4,1006.5
PG,嘉樂庇總督大橋,2026-07-05T05:05:00,,,,27.7,15.1,,,,S,164.0,南,,
PL,蓮花大橋,2026-07-05T05:05:00,,,,25.6,18.7,,,,SSE,160.0,東南偏南,,
PN,友誼大橋北,2026-07-05T05:05:00,,,,37.1,23.4,,,,S,161.0,南,,
PS,友誼大橋南,2026-07-05T05:05:00,,,,31.0,19.8,,,,S,169.0,南,,
PV,西灣大橋,2026-07-05T05:05:00,,,,25.2,14.4,,,,S,163.0,南,,
TG,大潭山,2026-07-05T05:05:00,27.4,95.0,26.5,28.4,15.8,0.0,2.2,2.4,SE,149.0,東南,1008.6,995.7
UM,澳門大學,2026-07-05T05:05:00,28.2,92.0,26.8,18.4,10.4,0.0,0.0,0.0,S,171.0,南,1008.5,1007.8
DC,路環市區,2026-07-05T06:00:00,26.5,88.0,24.3,16.9,7.2,0.0,1.2,1.6,SW,213.0,西南,,
DP,紀念孫中山市政公園,2026-07-05T06:00:00,26.9,88.0,24.8,11.2,4.0,0.2,2.6,2.6,SW,234.0,西南,,
EM,黑沙環,2026-07-05T06:00:00,27.1,82.0,23.7,21.2,10.8,0.0,2.6,2.8,S,170.0,南,,
FM,大炮台,2026-07-05T06:00:00,26.4,89.0,24.4,19.4,7.6,1.4,5.2,5.2,SSW,198.0,西南偏南,,
JA,東亞運大馬路,2026-07-05T06:00:00,26.9,86.0,24.4,15.1,5.8,0.0,2.2,2.2,SE,131.0,東南,1009.2,1008.5
KV,九澳,2026-07-05T06:00:00,25.4,97.0,24.9,36.4,13.3,0.0,12.6,13.8,SSW,209.0,西南偏南,1009.3,1006.0
MM,媽閣,2026-07-05T06:00:00,26.4,93.0,25.1,25.6,13.3,1.0,7.8,8.0,SSW,201.0,西南偏南,1009.5,1007.6
MN,澳門大橋北,2026-07-05T06:00:00,,,,28.8,20.2,,,,S,185.0,南,,
MS,澳門大橋南,2026-07-05T06:00:00,,,,26.6,16.2,,,,S,188.0,南,,
PE,外港,2026-07-05T06:00:00,26.8,83.0,23.7,30.6,20.5,0.0,2.2,2.2,S,165.0,南,1009.0,1007.1
PG,嘉樂庇總督大橋,2026-07-05T06:00:00,,,,27.0,15.1,,,,SSW,195.0,西南偏南,,
PL,蓮花大橋,2026-07-05T06:00:00,,,,30.2,17.6,,,,SW,221.0,西南,,
PN,友誼大橋北,2026-07-05T06:00:00,,,,31.7,19.4,,,,S,182.0,南,,
PS,友誼大橋南,2026-07-05T06:00:00,,,,23.4,16.6,,,,SSW,197.0,西南偏南,,
PV,西灣大橋,2026-07-05T06:00:00,,,,33.5,19.8,,,,SW,219.0,西南,,
TG,大潭山,2026-07-05T06:00:00,25.5,91.0,23.9,20.9,11.2,0.0,9.4,11.8,S,181.0,南,1009.3,996.3
UM,澳門大學,2026-07-05T06:00:00,26.8,85.0,24.0,25.9,10.8,0.0,1.2,1.2,WSW,241.0,西南偏西,1009.0,1008.3
DC,路環市區,2026-07-05T07:05:00,28.3,93.0,27.0,15.5,5.8,0.0,0.0,1.6,SE,140.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T07:05:00,26.6,96.0,26.0,6.8,1.8,0.0,7.8,14.6,NW,317.0,西北,,
EM,黑沙環,2026-07-05T07:05:00,28.2,90.0,26.4,17.3,10.1,0.0,0.8,3.6,SSE,153.0,東南偏南,,
FM,大炮台,2026-07-05T07:05:00,27.5,91.0,25.9,14.4,6.8,0.0,5.8,13.6,SE,146.0,東南,,
JA,東亞運大馬路,2026-07-05T07:05:00,28.1,93.0,26.8,20.2,11.2,0.0,0.4,2.8,SE,135.0,東南,1009.5,1008.8
KV,九澳,2026-07-05T07:05:00,27.5,97.0,27.0,24.1,15.1,0.0,0.0,13.8,S,180.0,南,1009.8,1006.5
MM,媽閣,2026-07-05T07:05:00,27.8,90.0,26.0,15.8,9.7,0.0,7.0,16.2,S,174.0,南,1009.8,1007.9
MN,澳門大橋北,2026-07-05T07:05:00,,,,20.5,13.3,,,,S,162.0,南,,
MS,澳門大橋南,2026-07-05T07:05:00,,,,26.6,17.3,,,,SSE,156.0,東南偏南,,
PE,外港,2026-07-05T07:05:00,28.2,91.0,26.7,31.0,19.4,0.0,0.4,2.8,SE,148.0,東南,1009.3,1007.4
PG,嘉樂庇總督大橋,2026-07-05T07:05:00,,,,22.0,14.0,,,,SE,140.0,東南,,
PL,蓮花大橋,2026-07-05T07:05:00,,,,29.5,20.9,,,,SSE,153.0,東南偏南,,
PN,友誼大橋北,2026-07-05T07:05:00,,,,27.0,20.9,,,,SSE,158.0,東南偏南,,
PS,友誼大橋南,2026-07-05T07:05:00,,,,31.0,19.8,,,,SSE,160.0,東南偏南,,
PV,西灣大橋,2026-07-05T07:05:00,,,,19.1,10.8,,,,SSE,153.0,東南偏南,,
TG,大潭山,2026-07-05T07:05:00,27.5,95.0,26.6,25.6,16.2,0.0,0.0,11.8,SSE,159.0,東南偏南,1009.5,996.6
UM,澳門大學,2026-07-05T07:05:00,28.5,92.0,27.1,23.0,13.7,0.0,0.0,1.2,SE,148.0,東南,1009.4,1008.7
DC,路環市區,2026-07-05T08:05:00,29.2,88.0,27.0,21.2,6.1,0.0,0.0,1.6,SE,123.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T08:05:00,29.2,88.0,27.0,18.0,7.6,0.0,0.2,14.8,ESE,115.0,東南偏東,,
EM,黑沙環,2026-07-05T08:05:00,29.5,86.0,26.8,27.4,14.0,0.0,0.0,3.6,SE,148.0,東南,,
FM,大炮台,2026-07-05T08:05:00,28.9,85.0,26.2,23.0,10.1,0.0,0.2,13.8,S,169.0,南,,
JA,東亞運大馬路,2026-07-05T08:05:00,29.0,89.0,27.0,27.0,16.9,0.0,0.6,3.4,SE,134.0,東南,1009.4,1008.7
KV,九澳,2026-07-05T08:05:00,28.2,95.0,27.4,28.4,17.3,0.0,0.0,13.8,S,186.0,南,1009.6,1006.4
MM,媽閣,2026-07-05T08:05:00,29.0,87.0,26.6,29.2,16.2,0.0,0.2,16.4,S,177.0,南,1009.7,1007.8
MN,澳門大橋北,2026-07-05T08:05:00,,,,28.4,19.8,,,,S,161.0,南,,
MS,澳門大橋南,2026-07-05T08:05:00,,,,37.4,24.8,,,,S,163.0,南,,
PE,外港,2026-07-05T08:05:00,29.4,86.0,26.8,47.9,29.9,0.0,0.0,2.8,SSE,150.0,東南偏南,1009.3,1007.4
PG,嘉樂庇總督大橋,2026-07-05T08:05:00,,,,31.0,21.6,,,,SSE,159.0,東南偏南,,
PL,蓮花大橋,2026-07-05T08:05:00,,,,37.4,27.7,,,,S,161.0,南,,
PN,友誼大橋北,2026-07-05T08:05:00,,,,38.9,27.7,,,,SSE,160.0,東南偏南,,
PS,友誼大橋南,2026-07-05T08:05:00,,,,34.6,23.8,,,,S,167.0,南,,
PV,西灣大橋,2026-07-05T08:05:00,,,,31.0,17.6,,,,SSE,158.0,東南偏南,,
TG,大潭山,2026-07-05T08:05:00,28.4,91.0,26.8,34.2,17.6,0.0,0.0,11.8,SE,140.0,東南,1009.3,996.4
UM,澳門大學,2026-07-05T08:05:00,29.2,88.0,27.1,28.8,15.5,0.0,0.0,1.2,S,164.0,南,1009.3,1008.6
DC,路環市區,2026-07-05T12:10:00,30.7,82.0,27.3,16.9,6.5,0.0,0.0,1.6,SE,142.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T12:10:00,30.5,80.0,26.6,21.2,7.6,0.0,0.0,14.8,SSE,156.0,東南偏南,,
EM,黑沙環,2026-07-05T12:10:00,30.4,80.0,26.5,36.0,20.5,0.0,0.0,3.6,SE,145.0,東南,,
FM,大炮台,2026-07-05T12:10:00,30.4,78.0,26.1,22.3,10.4,0.0,0.0,13.8,S,169.0,南,,
JA,東亞運大馬路,2026-07-05T12:10:00,30.2,83.0,27.1,28.8,14.8,0.0,0.0,3.4,SE,140.0,東南,1009.2,1008.5
KV,九澳,2026-07-05T12:10:00,30.0,85.0,27.2,36.0,23.0,0.0,0.0,13.8,S,182.0,南,1009.4,1006.1
MM,媽閣,2026-07-05T12:10:00,30.0,81.0,26.4,24.8,14.8,0.0,0.0,16.4,S,183.0,南,1009.5,1007.6
MN,澳門大橋北,2026-07-05T12:10:00,,,,34.9,23.0,,,,SSE,159.0,東南偏南,,
MS,澳門大橋南,2026-07-05T12:10:00,,,,45.0,31.7,,,,SSE,154.0,東南偏南,,
PE,外港,2026-07-05T12:10:00,30.1,80.0,26.3,49.3,32.8,0.0,0.0,2.8,SE,147.0,東南,1009.0,1007.1
PG,嘉樂庇總督大橋,2026-07-05T12:10:00,,,,35.6,21.6,,,,SE,146.0,東南,,
PL,蓮花大橋,2026-07-05T12:10:00,,,,34.2,24.8,,,,S,161.0,南,,
PN,友誼大橋北,2026-07-05T12:10:00,,,,46.8,34.2,,,,SSE,153.0,東南偏南,,
PS,友誼大橋南,2026-07-05T12:10:00,,,,38.5,26.3,,,,S,161.0,南,,
PV,西灣大橋,2026-07-05T12:10:00,,,,33.8,18.0,,,,SSE,158.0,東南偏南,,
TG,大潭山,2026-07-05T12:10:00,29.5,84.0,26.5,33.1,17.6,0.0,0.0,11.8,SE,132.0,東南,1008.9,996.1
UM,澳門大學,2026-07-05T12:10:00,30.1,84.0,27.2,28.4,15.8,0.0,0.0,1.2,SSE,155.0,東南偏南,1009.0,1008.4
DC,路環市區,2026-07-05T15:40:00,30.9,82.0,27.4,13.3,6.1,0.0,0.0,1.6,SE,127.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T15:40:00,30.7,78.0,26.4,20.2,9.0,0.0,0.0,14.8,SSE,156.0,東南偏南,,
EM,黑沙環,2026-07-05T15:40:00,30.6,79.0,26.6,35.6,15.8,0.0,0.0,3.6,SSE,154.0,東南偏南,,
FM,大炮台,2026-07-05T15:40:00,30.3,78.0,26.0,23.4,10.4,0.0,0.0,13.8,S,164.0,南,,
JA,東亞運大馬路,2026-07-05T15:40:00,30.0,85.0,27.2,33.1,18.0,0.0,0.0,3.4,SE,138.0,東南,1007.7,1007.0
KV,九澳,2026-07-05T15:40:00,30.1,86.0,27.5,32.8,18.7,0.0,0.0,13.8,S,187.0,南,1007.9,1004.7
MM,媽閣,2026-07-05T15:40:00,29.8,82.0,26.3,31.7,18.7,0.0,0.0,16.4,S,177.0,南,1007.9,1006.0
MN,澳門大橋北,2026-07-05T15:40:00,,,,43.6,27.0,,,,S,170.0,南,,
MS,澳門大橋南,2026-07-05T15:40:00,,,,43.9,30.2,,,,S,163.0,南,,
PE,外港,2026-07-05T15:40:00,30.3,81.0,26.6,48.6,36.4,0.0,0.0,2.8,SSE,158.0,東南偏南,1007.3,1005.4
PG,嘉樂庇總督大橋,2026-07-05T15:40:00,,,,42.5,27.4,,,,S,167.0,南,,
PL,蓮花大橋,2026-07-05T15:40:00,,,,41.8,30.6,,,,S,165.0,南,,
PN,友誼大橋北,2026-07-05T15:40:00,,,,38.5,26.6,,,,S,171.0,南,,
PS,友誼大橋南,2026-07-05T15:40:00,,,,44.3,25.9,,,,S,171.0,南,,
PV,西灣大橋,2026-07-05T15:40:00,,,,42.5,21.2,,,,SSE,158.0,東南偏南,,
TG,大潭山,2026-07-05T15:40:00,29.4,87.0,26.9,30.2,18.4,0.0,0.0,11.8,SE,143.0,東南,1007.5,994.7
UM,澳門大學,2026-07-05T15:40:00,29.9,86.0,27.4,28.8,18.0,0.0,0.0,1.2,S,168.0,南,1007.6,1006.9
DC,路環市區,2026-07-05T18:15:00,29.8,86.0,27.2,10.4,5.8,0.0,0.0,1.6,ESE,119.0,東南偏東,,
DP,紀念孫中山市政公園,2026-07-05T18:15:00,30.0,82.0,26.6,15.8,6.8,0.0,0.0,14.8,S,185.0,南,,
EM,黑沙環,2026-07-05T18:15:00,29.8,83.0,26.7,27.4,15.8,0.0,0.0,3.6,SE,147.0,東南,,
FM,大炮台,2026-07-05T18:15:00,29.2,83.0,26.1,18.7,9.7,0.0,0.0,13.8,S,167.0,南,,
JA,東亞運大馬路,2026-07-05T18:15:00,29.5,87.0,27.2,30.6,15.5,0.0,0.0,3.4,SE,135.0,東南,1007.2,1006.6
KV,九澳,2026-07-05T18:15:00,29.0,90.0,27.2,33.8,19.8,0.0,0.0,13.8,S,186.0,南,1007.5,1004.3
MM,媽閣,2026-07-05T18:15:00,29.5,85.0,26.6,22.7,14.0,0.0,0.0,16.4,S,179.0,南,1007.5,1005.7
MN,澳門大橋北,2026-07-05T18:15:00,,,,32.4,22.0,,,,S,168.0,南,,
MS,澳門大橋南,2026-07-05T18:15:00,,,,39.6,28.4,,,,S,164.0,南,,
PE,外港,2026-07-05T18:15:00,29.5,86.0,26.8,37.1,27.7,0.0,0.0,2.8,SSE,158.0,東南偏南,1007.0,1005.2
PG,嘉樂庇總督大橋,2026-07-05T18:15:00,,,,27.7,17.3,,,,S,172.0,南,,
PL,蓮花大橋,2026-07-05T18:15:00,,,,37.8,29.2,,,,S,162.0,南,,
PN,友誼大橋北,2026-07-05T18:15:00,,,,36.0,25.6,,,,S,167.0,南,,
PS,友誼大橋南,2026-07-05T18:15:00,,,,28.4,19.4,,,,S,173.0,南,,
PV,西灣大橋,2026-07-05T18:15:00,,,,27.4,15.8,,,,SSE,159.0,東南偏南,,
TG,大潭山,2026-07-05T18:15:00,28.7,89.0,26.7,34.9,17.6,0.0,0.0,11.8,SE,138.0,東南,1007.1,994.3
UM,澳門大學,2026-07-05T18:15:00,29.3,89.0,27.2,23.8,14.4,0.0,0.0,1.2,S,168.0,南,1007.1,1006.5
DC,路環市區,2026-07-05T19:55:00,29.4,87.0,27.0,14.0,6.1,0.0,0.0,1.6,SE,127.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T19:55:00,29.7,84.0,26.6,22.0,8.3,0.0,0.0,14.8,SE,141.0,東南,,
EM,黑沙環,2026-07-05T19:55:00,29.5,85.0,26.7,24.8,14.8,0.0,0.0,3.6,SSE,154.0,東南偏南,,
FM,大炮台,2026-07-05T19:55:00,29.0,84.0,26.0,23.8,9.4,0.0,0.0,13.8,SSE,160.0,東南偏南,,
JA,東亞運大馬路,2026-07-05T19:55:00,29.3,87.0,26.9,33.1,19.8,0.0,0.0,3.4,SE,134.0,東南,1007.2,1006.5
KV,九澳,2026-07-05T19:55:00,28.6,91.0,26.9,32.0,20.9,0.0,0.0,13.8,S,182.0,南,1007.5,1004.2
MM,媽閣,2026-07-05T19:55:00,29.3,85.0,26.5,31.3,17.3,0.0,0.0,16.4,S,181.0,南,1007.6,1005.7
MN,澳門大橋北,2026-07-05T19:55:00,,,,33.5,22.3,,,,S,161.0,南,,
MS,澳門大橋南,2026-07-05T19:55:00,,,,42.8,31.3,,,,SSE,157.0,東南偏南,,
PE,外港,2026-07-05T19:55:00,29.2,86.0,26.6,42.8,32.4,0.0,0.0,2.8,SE,148.0,東南,1007.1,1005.2
PG,嘉樂庇總督大橋,2026-07-05T19:55:00,,,,33.1,22.0,,,,SSE,158.0,東南偏南,,
PL,蓮花大橋,2026-07-05T19:55:00,,,,41.8,31.0,,,,SSE,158.0,東南偏南,,
PN,友誼大橋北,2026-07-05T19:55:00,,,,37.1,27.7,,,,S,161.0,南,,
PS,友誼大橋南,2026-07-05T19:55:00,,,,40.3,26.6,,,,S,163.0,南,,
PV,西灣大橋,2026-07-05T19:55:00,,,,34.6,24.1,,,,SSE,156.0,東南偏南,,
TG,大潭山,2026-07-05T19:55:00,28.4,90.0,26.5,36.0,18.7,0.0,0.0,11.8,SE,126.0,東南,1007.1,994.3
UM,澳門大學,2026-07-05T19:55:00,29.0,88.0,26.9,28.8,16.6,0.0,0.0,1.2,SSE,160.0,東南偏南,1007.1,1006.4
DC,路環市區,2026-07-05T21:55:00,29.3,88.0,27.1,14.0,6.1,0.0,0.0,1.6,SE,133.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T21:55:00,29.5,85.0,26.6,18.0,6.1,0.0,0.0,14.8,ESE,111.0,東南偏東,,
EM,黑沙環,2026-07-05T21:55:00,29.4,86.0,26.7,25.6,13.7,0.0,0.0,3.6,SE,148.0,東南,,
FM,大炮台,2026-07-05T21:55:00,29.0,83.0,25.9,24.8,11.2,0.0,0.0,13.8,S,168.0,南,,
JA,東亞運大馬路,2026-07-05T21:55:00,29.2,88.0,27.0,28.4,16.9,0.0,0.0,3.4,SE,135.0,東南,1007.8,1007.1
KV,九澳,2026-07-05T21:55:00,28.7,91.0,27.0,38.2,20.2,0.0,0.0,13.8,S,181.0,南,1008.1,1004.8
MM,媽閣,2026-07-05T21:55:00,29.3,85.0,26.4,28.4,15.5,0.0,0.0,16.4,S,176.0,南,1008.2,1006.3
MN,澳門大橋北,2026-07-05T21:55:00,,,,32.4,22.3,,,,SSE,159.0,東南偏南,,
MS,澳門大橋南,2026-07-05T21:55:00,,,,42.5,31.3,,,,SSE,154.0,東南偏南,,
PE,外港,2026-07-05T21:55:00,29.1,87.0,26.7,36.0,28.1,0.0,0.0,2.8,SE,149.0,東南,1007.7,1005.8
PG,嘉樂庇總督大橋,2026-07-05T21:55:00,,,,37.8,24.1,,,,SSE,158.0,東南偏南,,
PL,蓮花大橋,2026-07-05T21:55:00,,,,37.8,25.6,,,,SSE,157.0,東南偏南,,
PN,友誼大橋北,2026-07-05T21:55:00,,,,39.6,29.9,,,,SSE,157.0,東南偏南,,
PS,友誼大橋南,2026-07-05T21:55:00,,,,39.6,26.3,,,,SSE,160.0,東南偏南,,
PV,西灣大橋,2026-07-05T21:55:00,,,,32.8,22.0,,,,SSE,160.0,東南偏南,,
TG,大潭山,2026-07-05T21:55:00,28.4,90.0,26.6,34.6,19.1,0.0,0.0,11.8,SE,136.0,東南,1007.8,994.9
UM,澳門大學,2026-07-05T21:55:00,29.1,88.0,26.9,35.3,15.5,0.0,0.0,1.2,SSE,150.0,東南偏南,1007.7,1007.0
DC,路環市區,2026-07-05T23:25:00,28.8,90.0,27.0,13.3,6.1,0.0,0.0,4.6,SE,135.0,東南,,
DP,紀念孫中山市政公園,2026-07-05T23:25:00,28.8,88.0,26.5,14.0,6.1,0.0,0.0,17.2,SE,124.0,東南,,
EM,黑沙環,2026-07-05T23:25:00,29.1,87.0,26.7,32.0,15.5,0.0,0.0,8.0,SSE,150.0,東南偏南,,
FM,大炮台,2026-07-05T23:25:00,28.6,86.0,26.1,28.4,9.0,0.0,0.0,14.8,SSE,154.0,東南偏南,,
JA,東亞運大馬路,2026-07-05T23:25:00,28.8,90.0,27.0,28.1,15.5,0.0,0.0,4.6,SE,130.0,東南,1008.0,1007.3
KV,九澳,2026-07-05T23:25:00,28.0,95.0,27.1,33.5,17.6,0.0,0.0,15.2,S,190.0,南,1008.3,1005.0
MM,媽閣,2026-07-05T23:25:00,28.9,87.0,26.5,31.7,14.8,0.0,0.0,18.4,S,171.0,南,1008.3,1006.4
MN,澳門大橋北,2026-07-05T23:25:00,,,,37.4,24.1,,,,S,171.0,南,,
MS,澳門大橋南,2026-07-05T23:25:00,,,,37.8,24.1,,,,S,165.0,南,,
PE,外港,2026-07-05T23:25:00,28.8,88.0,26.7,45.7,36.0,0.0,0.0,7.6,SSE,151.0,東南偏南,1007.7,1005.9
PG,嘉樂庇總督大橋,2026-07-05T23:25:00,,,,39.2,21.6,,,,S,163.0,南,,
PL,蓮花大橋,2026-07-05T23:25:00,,,,38.9,28.4,,,,S,165.0,南,,
PN,友誼大橋北,2026-07-05T23:25:00,,,,36.0,26.3,,,,S,165.0,南,,
PS,友誼大橋南,2026-07-05T23:25:00,,,,36.4,24.8,,,,S,172.0,南,,
PV,西灣大橋,2026-07-05T23:25:00,,,,28.1,14.0,,,,S,161.0,南,,
TG,大潭山,2026-07-05T23:25:00,27.9,93.0,26.6,31.7,19.4,0.0,0.0,14.0,SE,147.0,東南,1007.9,995.1
UM,澳門大學,2026-07-05T23:25:00,28.7,90.0,27.0,25.6,14.0,0.0,0.0,4.6,S,169.0,南,1007.9,1007.2
DC,路環市區,2026-07-06T00:30:00,28.7,88.0,26.6,11.2,6.1,0.0,0.2,0.0,SE,147.0,東南,,
DP,紀念孫中山市政公園,2026-07-06T00:30:00,28.9,86.0,26.4,18.4,6.1,0.0,0.0,0.0,S,181.0,南,,
EM,黑沙環,2026-07-06T00:30:00,29.1,85.0,26.4,24.1,10.1,0.0,0.0,0.0,SSE,153.0,東南偏南,,
FM,大炮台,2026-07-06T00:30:00,28.6,85.0,25.8,25.2,8.3,0.0,0.0,0.0,S,185.0,南,,
JA,東亞運大馬路,2026-07-06T00:30:00,28.9,88.0,26.6,27.0,14.8,0.0,0.0,0.0,SE,135.0,東南,1007.6,1006.9
KV,九澳,2026-07-06T00:30:00,27.8,94.0,26.8,33.5,15.5,0.0,0.0,0.0,SSW,198.0,西南偏南,1007.7,1004.5
MM,媽閣,2026-07-06T00:30:00,29.0,84.0,26.0,21.2,11.2,0.0,0.0,0.0,S,174.0,南,1007.7,1005.9
MN,澳門大橋北,2026-07-06T00:30:00,,,,36.7,23.8,,,,S,177.0,南,,
MS,澳門大橋南,2026-07-06T00:30:00,,,,37.1,26.3,,,,S,174.0,南,,
PE,外港,2026-07-06T00:30:00,28.6,88.0,26.4,41.0,25.9,0.0,0.2,0.0,SSE,158.0,東南偏南,1007.3,1005.4
PG,嘉樂庇總督大橋,2026-07-06T00:30:00,,,,29.5,18.7,,,,S,173.0,南,,
PL,蓮花大橋,2026-07-06T00:30:00,,,,42.8,34.6,,,,S,172.0,南,,
